"targetId","targetSymbol","targetName","biotype","maxLiteratureEvidencePhenotype","maxLiteratureEvidenceCount","chronic obstructive pulmonary disease","glaucoma","hypertension","rheumatoid arthritis","obesity","age-related macular degeneration","heart disease","osteoporosis","chronic kidney disease","atherosclerosis","longevity","lipid measurement","lean body mass","grip strength measurement","cognitive decline measurement","delirium","heel bone mineral density","adult onset asthma","chronic pain","alzheimers disease","type 2 diabetes","osteoarthritis","parkinsons disease","metabolic syndrome","adiponectin measurement","gait measurement","healthspan","stroke","idiopathic pulmonary fibrosis","frailty measurement","lewy body dementia","cartilage thickness measurement","neurodegeneration","HGNC","PDB","GenAge.ID","GenAge.URL","CellAge.senescence_effect","n_hallmarks","goHallmarks","goHallmarkTerms","AB","OC","PR","SM","overallMultimorbidityCount"
"ENSG00000137393","RNF144B","ring finger protein 144B","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,0.15,NA,0.65,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21578",NA,NA,NA,NA,1,"Proteostasis","protein catabolic process, proteasomal degradation","Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000152804","HHEX","hematopoietically expressed homeobox","protein coding","type 2 diabetes",73,0.01,0.01,0.03,0,NA,NA,0,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4901","2E1O",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000165966","PDZRN4","PDZ domain containing ring finger 4","protein coding",NA,NA,NA,0,NA,NA,NA,NA,0,0.01,NA,NA,NA,0.67,0.73,NA,NA,NA,NA,NA,NA,NA,0.58,0.02,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30552",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",4
"ENSG00000060718","COL11A1","collagen type XI alpha 1 chain","protein coding","glaucoma",13,NA,0.6,NA,0,NA,NA,0.01,NA,NA,NA,NA,0.54,NA,NA,NA,NA,0.71,NA,NA,NA,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2186",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","Clinical_Precedence","Discovery_Opportunity","No_Evidence",4
"ENSG00000118640","VAMP8","vesicle associated membrane protein 8","protein coding","heart disease",10,NA,NA,NA,NA,NA,NA,0.48,NA,NA,0.15,NA,0.31,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12647","4WY4, 7BV6",NA,NA,NA,2,"Immune response, Inflammation","immune response, inflammatory response","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000138685","FGF2","fibroblast growth factor 2","protein coding","type 2 diabetes",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3676","1BAS, 1BFB, 1BFC, 1BFF, 1BFG, 1BLA, 1BLD, 1CVS, 1EV2, 1FGA, 1FQ9, 1II4, 1IIL, 2BFH, 2FGF, 2M49, 4FGF, 4OEE, 4OEF, 4OEG, 5X1O, 6L4O",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","Clinical_Precedence","Discovery_Opportunity","Discovery_Opportunity",1
"ENSG00000148120","AOPEP","aminopeptidase O (putative)","protein coding","heart disease",804,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1361",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Clinical_Precedence",3
"ENSG00000123384","LRP1","LDL receptor related protein 1","protein coding","heart disease",15,NA,NA,NA,NA,NA,NA,0.29,NA,0,NA,NA,0.32,NA,NA,NA,NA,0.37,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6692","1CR8, 1D2L, 1J8E, 2FYJ, 2FYL, 2KNX, 2KNY",NA,NA,NA,3,"Inflammation, Immune response, Proteostasis","inflammatory response, immune response, protein catabolic process","Predicted_Tractable_(H)","Clinical_Precedence","Discovery_Opportunity","No_Evidence",4
"ENSG00000169340","PDILT","protein disulfide isomerase like, testis expressed","protein coding","chronic kidney disease",1,NA,NA,0.54,NA,NA,NA,NA,NA,0.65,NA,NA,0.47,0.59,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27338","4NWY, 5XF7",NA,NA,NA,1,"Proteostasis","protein folding","Predicted_Tractable_(M/L)","No_Evidence","No_Evidence","No_Evidence",5
"ENSG00000215910","C1orf167","chromosome 1 open reading frame 167","protein coding",NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25262",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",2
"ENSG00000152270","PDE3B","phosphodiesterase 3B","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8779","1SO2, 1SOJ",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",2
"ENSG00000066382","MPPED2","metallophosphoesterase domain containing 2","protein coding","chronic kidney disease",2,NA,NA,0.16,0,NA,0,NA,NA,0.42,0,NA,0.61,0.61,NA,NA,NA,0.16,NA,NA,NA,0.39,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1180",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",7
"ENSG00000106261","ZKSCAN1","zinc finger with KRAB and SCAN domains 1","protein coding","chronic obstructive pulmonary disease",1,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,"13101",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000106460","TMEM106B","transmembrane protein 106B","protein coding","alzheimers disease",14,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,0.48,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22407",NA,NA,NA,NA,1,"Proteostasis","protein catabolic process","Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000134538","SLCO1B1","solute carrier organic anion transporter family member 1B1","protein coding","heart disease",18,NA,NA,NA,NA,NA,NA,0,0.02,NA,0.01,NA,0.82,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.51,NA,NA,NA,NA,NA,"10959",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000136697","IL1F10","interleukin 1 family member 10","protein coding","rheumatoid arthritis",25,NA,NA,NA,0,NA,NA,0.3,NA,NA,0.02,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15552","5BOW",NA,NA,NA,2,"Inflammation, Immune response","inflammatory response, immune response","Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",2
"ENSG00000139428","MMAB","metabolism of cobalamin associated B","protein coding","heart disease",4,0,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,0.66,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19331","2IDX, 6D5K, 6D5X",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000163945","UVSSA","UV stimulated scaffold protein A","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.04,NA,NA,0.11,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29304","5XV8",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000178038","ALS2CL","ALS2 C-terminal like","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20605",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",1
"ENSG00000076984","MAP2K7","mitogen-activated protein kinase kinase 7","protein coding","type 2 diabetes",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.4,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6847","2DYL, 3WZU, 4UX9, 5B2K, 5B2L, 5B2M, 5Y8U, 5Y90, 5Z1D, 5Z1E, 6IB0, 6IB2, 6QFL, 6QFR, 6QFT, 6QG4, 6QG7, 6QHO, 6QHR, 6YFZ, 6YG0, 6YG1, 6YG2, 6YG3, 6YG4, 6YG5, 6YG6, 6YG7, 6YZ4, 7CBX",NA,NA,"Induces",3,"Telomere maintenance, Cellular senescence, Immune response","telomere maintenance, cellular senescence, immune response","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000113396","SLC27A6","solute carrier family 27 member 6","protein coding","heart disease",2,NA,NA,0.45,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11000",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000160867","FGFR4","fibroblast growth factor receptor 4","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.63,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3691","1QCT, 4QQ5, 4QQC, 4QQJ, 4QQT, 4QRC, 4R6V, 4TYE, 4TYG, 4TYI, 4TYJ, 4UXQ, 4XCU, 5JKG, 5NUD, 5NWZ, 5XFF, 5XFJ, 6IUO, 6IUP, 6J6Y, 6JPE, 6JPJ, 6NVG, 6NVH, 6NVI, 6NVJ, 6NVK, 6V9C, 6YI8, 7DTZ",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",3
"ENSG00000115970","THADA","THADA armadillo repeat containing","protein coding","type 2 diabetes",15,NA,0.14,0.4,0.28,NA,0,0.15,NA,0.01,0.02,NA,0.65,NA,NA,NA,NA,0.62,NA,NA,NA,0.68,0.19,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"19217","5T6Y",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",8
"ENSG00000117676","RPS6KA1","ribosomal protein S6 kinase A1","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.08,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10430","2WNT, 2Z7Q, 2Z7R, 2Z7S, 3RNY, 3TEI, 4H3P, 4NIF, 5CSF, 5CSI, 5CSJ, 5CSN, 5N7D, 5N7F, 5N7G, 5V61, 5V62, 6TWY",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Literature_Precedence","Clinical_Precedence",3
"ENSG00000140464","PML","PML nuclear body scaffold","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.57,NA,NA,NA,NA,NA,NA,0.57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9113","1BOR, 2MVW, 2MWX, 4WJN, 4WJO, 5YUF, 6IMQ, 6UYO, 6UYP, 6UYQ, 6UYR, 6UYS, 6UYT, 6UYU, 6UYV",96,"https://genomics.senescence.info/genes/entry.php?hgnc=PML","Induces",4,"Cellular senescence, Proteostasis, Telomere maintenance, Immune response","cellular senescence, protein catabolic process, proteasomal degradation, telomere maintenance, immune response","Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000164749","HNF4G","hepatocyte nuclear factor 4 gamma","protein coding","obesity",2,NA,NA,0.32,NA,0.43,NA,NA,NA,NA,NA,NA,0.42,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5026","1LV2",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","Predicted_Tractable",4
"ENSG00000166603","MC4R","melanocortin 4 receptor","protein coding","obesity",927,0.01,NA,0.15,NA,0.87,0,0.49,NA,NA,0,NA,0.79,0.82,0.65,NA,NA,0.16,NA,NA,NA,0.8,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6932","2IQP, 2IQR, 2IQS, 2IQU, 2IQV, 2IQW, 6W25, 7AUE",NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(H)","Clinical_Precedence","Discovery_Opportunity","Clinical_Precedence",9
"ENSG00000187553","CYP26C1","cytochrome P450 family 26 subfamily C member 1","protein coding","glaucoma",1,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,0.3,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20577",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Predicted_Tractable",3
"ENSG00000013810","TACC3","transforming acidic coiled-coil containing protein 3","protein coding",NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,0.06,0.48,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,"11524","5LXN, 5LXO, 5ODS, 5ODT",NA,NA,"Inhibits",NA,NA,NA,"No_Evidence","No_Evidence","Literature_Precedence","Discovery_Opportunity",4
"ENSG00000073969","NSF","N-ethylmaleimide sensitive factor, vesicle fusing ATPase","protein coding","parkinsons disease",3,NA,0.01,NA,NA,NA,NA,0.08,0.01,0,0.01,NA,NA,0.14,0.1,NA,NA,NA,NA,NA,NA,0.01,NA,0.49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8016","6KZQ",NA,NA,NA,1,"Proteostasis","protein catabolic process","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000153066","TXNDC11","thioredoxin domain containing 11","protein coding",NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28030",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000154764","WNT7A","Wnt family member 7A","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12786","4UZQ",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",2
"ENSG00000162413","KLHL21","kelch like family member 21","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,0.42,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29041",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Predicted_Tractable",3
"ENSG00000253958","CLDN23","claudin 23","protein coding",NA,NA,0.13,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.03,NA,NA,NA,0.03,NA,NA,NA,0.05,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17591",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","No_Evidence","No_Evidence",5
"ENSG00000084676","NCOA1","nuclear receptor coactivator 1","protein coding",NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7668","1FM6, 1FM9, 1K4W, 1K74, 1K7L, 1KV6, 1N4H, 1NQ7, 1NRL, 1P8D, 1PZL, 1RDT, 1TFC, 1U3R, 1U3S, 1X76, 1X78, 1X7B, 1X7J, 1XIU, 1XV9, 1XVP, 1YY4, 1YYE, 1ZAF, 2A3I, 2C52, 2FVJ, 2GTK, 2HBH, 2HC4, 2HCD, 2HFP, 2NPA, 2NV7, 2P54, 2PRG, 3BEJ, 3BQD, 3CTB, 3CWD, 3DCT, 3DCU, 3DR1, 3ET1, 3ET3, 3FEI, 3FEJ, 3FUR, 3FXV, 3G8I, 3G9E, 3GYT, 3GYU, 3H0A, 3HC5, 3HC6, 3HVL, 3IPQ, 3IPS, 3IPU, 3KMR, 3LMP, 3OKH, 3OKI, 3OLF, 3OLL, 3OLS, 3OMK, 3OMM, 3OMO, 3OMP, 3OMQ, 3OOF, 3OOK, 3P88, 3P89, 3QT0, 3RUT, 3RUU, 3RVF, 3S9S, 3T03, 3UU7, 3UUA, 3UUD, 3V9Y, 3VN2, 4DK7, 4DK8, 4DM6, 4DM8, 4DQM, 4F9M, 4FGY, 4G1D, 4G1Y, 4G1Z, 4G20, 4G21, 4G2H, 4HEE, 4J5X, 4JYG, 4JYH, 4JYI, 4MG5, 4MG6, 4MG7, 4MG8, 4MG9, 4MGA, 4MGB, 4MGC, 4MGD, 4RUJ, 4RUP, 4TUZ, 4TV1, 4UDA, 4UDB, 4Y29, 5A86, 5AVI, 5AVL, 5AZT, 5DSH, 5DV3, 5DV6, 5DV8, 5DVC, 5DWL, 5E7V, 5GTN, 5GTO, 5GTP, 5HJS, 5JI0, 5JMM, 5L7E, 5L7G, 5L7H, 5MWP, 5MWY, 5MX7, 5NKY, 5NMA, 5NMB, 5NWM, 5OW7, 5OW9, 5OWD, 5Q0J, 5Q0K, 5Q0L, 5Q0M, 5Q0N, 5Q0O, 5Q0P, 5Q0Q, 5Q0R, 5Q0S, 5Q0T, 5Q0U, 5Q0V, 5Q0W, 5Q0X, 5Q0Y, 5Q0Z, 5Q10, 5Q11, 5Q12, 5Q13, 5Q14, 5Q15, 5Q16, 5Q18, 5Q19, 5Q1A, 5Q1B, 5Q1C, 5Q1D, 5Q1E, 5Q1F, 5Q1G, 5Q1H, 5Q1I, 5X0R, 5X8U, 5X8W, 5Y44, 5YCN, 5YCP, 5YP6, 6A5W, 6A5X, 6A5Y, 6A5Z, 6A60, 6BNS, 6E3G, 6FO7, 6FO8, 6FO9, 6FOB, 6FOD, 6GEV, 6GG8, 6HTY, 6ICJ, 6IJR, 6IJS, 6ILQ, 6ITM, 6JNR, 6JQ7, 6KTM, 6KTN, 6L6K, 6L96, 6NX1, 6P9F, 6SSQ, 6T2M, 6TFI, 6U25, 6W9H, 6W9I, 6XP9, 7BPY, 7BPZ, 7BQ0, 7BQ1, 7BQ2, 7BQ3, 7BQ4, 7JYM, 7KXD, 7KXE, 7KXF",NA,NA,NA,2,"Epigenetic alteration, Nutrient signalling","histone modification, response to nutrient levels","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000138433","CIR1","corepressor interacting with RBPJ, CIR1","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24217","6ZYM",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",2
"ENSG00000151422","FER","FER tyrosine kinase","protein coding",NA,NA,NA,0.42,NA,NA,NA,NA,0.61,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,"3655","2KK6, 6KC4",NA,NA,NA,1,"Immune response","immune response","Predicted_Tractable_(M/L)","No_Evidence","Literature_Precedence","Discovery_Opportunity",4
"ENSG00000164713","BRI3","brain protein I3","protein coding","type 2 diabetes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,0.4,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1109",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",2
"ENSG00000115604","IL18R1","interleukin 18 receptor 1","protein coding","rheumatoid arthritis",8,0,NA,NA,0.51,NA,NA,0.04,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,0.02,0.02,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5988","3WO3, 3WO4, 4R6U",NA,NA,NA,2,"Immune response, Inflammation","immune response, inflammatory response","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000129465","RIPK3","receptor interacting serine/threonine kinase 3","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10021","5V7Z, 5ZCK, 7DA4, 7DAC",NA,NA,NA,1,"Immune response","immune response","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",2
"ENSG00000157985","AGAP1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16922","7EB6",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",1
"ENSG00000162104","ADCY9","adenylate cyclase 9","protein coding","obesity",7,NA,NA,0.2,NA,0.39,0,0,NA,0,NA,NA,0.48,0.61,0.39,NA,0,0.58,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",6
"ENSG00000115339","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3","protein coding","osteoporosis",4,NA,NA,NA,NA,0.02,NA,0,0.34,NA,0,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,0.49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4125",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000144218","AFF3","AF4/FMR2 family member 3","protein coding","rheumatoid arthritis",15,NA,NA,NA,0.77,NA,NA,NA,NA,0.39,NA,NA,0.48,0.76,0.59,NA,NA,0.45,NA,0.4,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6473",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",8
"ENSG00000176920","FUT2","fucosyltransferase 2","protein coding","obesity",5,NA,NA,0.48,0.49,0.01,0,0.01,NA,0,0,NA,0.65,0.04,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4013",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","No_Evidence","No_Evidence",5
"ENSG00000179833","SERTAD2","SERTA domain containing 2","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30784",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000073921","PICALM","phosphatidylinositol binding clathrin assembly protein","protein coding","alzheimers disease",138,NA,0,NA,0,NA,NA,0.03,0,0,0.02,NA,0.34,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"15514",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000104870","FCGRT","Fc gamma receptor and transporter","protein coding","type 2 diabetes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3621","1EXU, 3M17, 3M1B, 4K71, 4N0F, 4N0U, 5BJT, 5BXF, 5WHK, 6C97, 6C98, 6C99, 6FGB, 6ILM, 6LA6, 6LA7, 6NHA, 6QIO, 6QIP, 7C9V",NA,NA,NA,NA,NA,NA,"Clinical_Precedence","Clinical_Precedence","Discovery_Opportunity","Discovery_Opportunity",2
"ENSG00000110090","CPT1A","carnitine palmitoyltransferase 1A","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2328","2LE3",NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",2
"ENSG00000073711","PPP2R3A","protein phosphatase 2 regulatory subunit B''alpha","protein coding","heart disease",2,NA,NA,0.09,NA,NA,NA,0.23,NA,NA,NA,NA,0.34,NA,0.11,NA,NA,NA,NA,NA,NA,0.43,NA,NA,0.13,NA,0.08,NA,NA,NA,NA,NA,NA,NA,"9307","4I5J, 4I5K",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",7
